resource,object,code,fund,goal,function,Bayshore Elementary (68858),Belmont-Redwood Shores Elementary (68866),Brisbane Elementary (68874),Burlingame Elementary (68882),Cabrillo Unified (68890),Hillsborough City Elementary (68908),Jefferson Elementary (68916),Pacifica Elementary (68932),La Honda-Pescadero Unified (68940),Las Lomitas Elementary (68957),Menlo Park City Elementary (68965),Millbrae Elementary (68973),Portola Valley Elementary (68981),Ravenswood City Elementary (68999),Redwood City Elementary (69005),San Bruno Park Elementary (69013),San Carlos Elementary (69021),San Mateo-Foster City Elementary (69039),South San Francisco Unified (69070),Woodside Elementary (69088),Alum Rock Union Elementary (69369),Berryessa Union Elementary (69377),Cambrian Elementary (69385),Campbell Union Elementary (69393),Cupertino Union Elementary (69419),Evergreen Elementary (69435),Franklin-McKinley Elementary (69450),Gilroy Unified (69484),Lakeside Joint Elementary (69492),Loma Prieta Joint Union Elementary (69500),Los Altos Elementary (69518),Los Gatos Union Elementary (69526),Luther Burbank Elementary (69542),Moreland Elementary (69575),Morgan Hill Unified (69583),Mountain View Whisman Elementary (69591),Mount Pleasant Elementary (69617),Oak Grove Elementary (69625),Orchard Elementary (69633),Palo Alto Unified (69641),San Jose Unified (69666),Santa Clara Unified (69674),Saratoga Union Elementary (69682),Sunnyvale Elementary (69690),Union Elementary (69708),Milpitas Unified (73387)
Other Restricted Local,All Other Local Revenue,8699,General Fund/County School Service Fund,"Regular Education, K-12",Guidance and Counseling Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Health Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,287000,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Pupil Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27318.5,0.0,0.0,0.0,74393.48,0.0,0.0
Other Restricted Local,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Pupil Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080106,0.0,-18704.84,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,"Regular Education, K-12",Other Pupil Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Student Activity Funds,All Other Local Revenue,8699,General Fund/County School Service Fund,"Regular Education, K-12",School-Sponsored Co-curricular,0.0,0.0,15117.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,"Regular Education, K-12",School-Sponsored Athletics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318843.33,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Public Information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165656.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Fiscal Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9385,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Warehousing and Distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.39,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,"Printing, Publishing and Duplicating",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8894.94,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,All Other General Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Centralized Data Processing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8756.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Plant Maintenance and Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13752.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29186.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,All Other Local Revenue,8699,General Fund/County School Service Fund,Undistributed,Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80350.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Tuition,8710,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,48423.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165587.5,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Transfers from County Offices,8782,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.99,3765.12,12303.78,0.0,0.0,0.0,40.92,264.71,2103.85,1604.23,0.0,2452.3,0.0,2727.42,0.0,0.0,0.0,6243.9,15202.19,8389.98,1007.16,2861.02,3398.37,0.0
Unrestricted,All Other Transfers from County Offices,8782,General Fund/County School Service Fund,Undistributed,Transfers Between Agencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Transfers of Apportionments from Districts or Charter Schools,8791,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797549,1497205,0.0,0.0,0.0,2234033,962882,2507060,0.0,0.0,0.0,0.0,0.0,0.0,1904827,0.0,122269,2172905,-128287,0.0,0.0,0.0,0.0,0.0,0.0,4851654
Special Education,Transfers of Apportionments from County Offices,8792,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25052,286629,227964.33,0.0,0.0,0.0,0.0,0.0,117634,34926,0.0,63008,0.0,79434,0.0,0.0,0.0,340323,1097933.96,435944,13728,3594,45382,0.0
Special Education,Transfers of Apportionments from County Offices,8792,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74298.83,169591.86,0.0,0.0,0.0,0.0,3056,3409,54820.48,39461.99,0.0,37484.17,0.0,152568,0.0,0.0,0.0,192952,0.0,427137.16,17035.98,62420.28,89697.32,0.0
Unrestricted,Other Transfers In from All Others,8799,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75090.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Between General Fund and Special Reserve Fund,8912,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,80000,0.0,0.0,0.0,0.0,0.0,154368.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188829,0.0,0.0,0.0,0.0,0.0,0.0,1227511.3,0.0,0.0,0.0,0.0,0.0
Unrestricted,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13301,100000,0.0,325000,0.0,0.0,82503.4,1978.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8766333,114674.85,0.0,0.0,0.0,500000,27347,0.0,0.0,2585.31,4624.58,6563148.45,6686078.68
Expanded Learning Opportunities (ELO) Grant: ESSER II State Reserve,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expanded Learning Opportunities (ELO) Grant: ESSER III State Reserve Learning Loss,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medi-Cal Billing Option,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128923.84
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422036.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311666.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128923.84
Unrestricted,Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,477742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313494.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Other Authorized Interfund Transfers In,8919,General Fund/County School Service Fund,Undistributed,Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Proceeds from Certificates of Participation,8971,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Proceeds from Capital Leases,8972,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80167.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164494.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Financing Sources,8979,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24515.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),-543955.26,-8200869.14,-1717755.67,-4183600.36,-7411843.5,-6171726.17,-11299825.24,-6167627.74,-411871.11,-5755108.4,-9797097.19,-2946569.6,-2212547.17,-6094715.03,-24060434.93,-6739100.03,-5692119.17,2831417.23,-25780495.06,-1378773.56,-26784701.6,-11507462.81,-6670777.93,-19735685.25,-24753897.86,-16498577.53,-20409469.67,-22099748.03,-643550.2,-1164466.31,-14459052.96,-6141195.67,-680894.26,-12296862.82,-13774594.9,-17055744.38,-3918757.57,-24372198.25,-2368931.65,180000,-105275757.07,-63023074.35,-5753192.27,-24800767.51,-10845119.99,-22298172.8
Lottery: Unrestricted,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2697942.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expanded Learning Opportunities Program,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,31939.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-467847.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESSA: Title I, Part A, Basic Grants Low-Income and Neglected",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,4141.59,5728.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-651655.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Department of Rehab: Workability II, Transition Partnership",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4199.2,0.0,0.0,0.0,0.0,0.0,0.0
"ESSA: Title II, Part A, Supporting Effective Instruction",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15594.86,0.0,0.0,-166813.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73486.62,0.0
"ESSA: Title IV, Part A, Student Support and Academic Enrichment Grants",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88507.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESSA: Title III, Immigrant Student Program",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,9904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESSA: Title III, English Learner Student Program",Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80190.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Federal,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,13180.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Child Dev: Universal Prekindergarten (UPK) Planning and Implementation Grant Program - Universal Prekindergarten Planning Grants,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254097.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Clean Energy Jobs Act,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173017.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Board for Professional Teaching Standards Certification Incentive Program,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,4320.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3668.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55629.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128653.35,0.0
Special Education Early Intervention Preschool Grant,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105854.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco-Use Prevention Education: Grades Six Through Twelve,Contributions from Unrestricted Revenues,8980,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
